,ratio,rndint,dataset,rmse,r2
1981,0.5,35.0,Grid2401,94.7483130850426,0.12837229895458457
1982,0.5,35.0,Sobol1,72.0675970891681,0.4352257747120296
1983,0.5,35.0,Sobol2,72.92138896256485,0.42025149871034573
1984,0.5,180.0,Grid1296,76.21676041343831,0.419018659228242
1985,0.5,180.0,Grid2401,95.95757306297789,0.10676661217841255
1986,0.5,180.0,Sobol1,72.40992418262174,0.42605437252767175
1987,0.5,180.0,Sobol2,72.77429669630307,0.42196809895483167
1988,0.5,510.0,Grid1296,78.46924577684148,0.3859581629409373
1989,0.5,510.0,Grid2401,95.61673923037411,0.11276340955922959
1990,0.5,510.0,Sobol1,71.24451794606385,0.4502643257064455
1991,0.5,510.0,Sobol2,73.5524006564605,0.40189278785745963
1992,0.5,593.0,Grid1296,77.2205435501763,0.40565340979799636
1993,0.5,593.0,Grid2401,95.8289996835173,0.1079430959480443
1994,0.5,593.0,Sobol1,71.65169204995657,0.442424032620902
1995,0.5,593.0,Sobol2,73.95128649709861,0.39282260716892414
1996,0.5,634.0,Grid1296,75.47862346222534,0.4295959709781767
1997,0.5,634.0,Grid2401,95.02662593191637,0.12377420391295246
1998,0.5,634.0,Sobol1,72.26249646701518,0.4381211123705898
1999,0.5,634.0,Sobol2,73.33680675577361,0.41345634938935416
2000,0.55,678.0,Grid1296,76.34749977497933,0.41350446036003385
2001,0.55,678.0,Grid2401,96.29431629091579,0.09581689179773678
2002,0.55,678.0,Sobol1,72.72483330617047,0.43262617290993244
2003,0.55,678.0,Sobol2,72.34240137076951,0.43604870300915066
2004,0.55,147.0,Grid1296,76.46435826405535,0.4130919142203925
2005,0.55,147.0,Grid2401,94.02054881158445,0.13706078283532308
2006,0.55,147.0,Sobol1,71.93823084668753,0.43991411299258776
2007,0.55,147.0,Sobol2,73.18993396299807,0.4187009894801128
2008,0.55,561.0,Grid1296,76.25937076137323,0.4160528396394676
2009,0.55,561.0,Grid2401,96.12646944087649,0.1051553263649797
2010,0.55,561.0,Sobol1,72.17330535382762,0.4404310851738821
2011,0.55,561.0,Sobol2,73.69522841450747,0.40023147324542196
2012,0.55,237.0,Grid1296,77.30408277465959,0.40092392304794133
2013,0.55,237.0,Grid2401,96.5712185537033,0.09212007616747109
2014,0.55,237.0,Sobol1,72.0490908905873,0.44661265151951857
2015,0.55,237.0,Sobol2,73.56274050711252,0.4044253600642945
2016,0.55,588.0,Grid1296,74.89123056746513,0.434800526658651
2017,0.55,588.0,Grid2401,95.16998864268635,0.11373342464532132
2018,0.55,588.0,Sobol1,72.40219912014093,0.4294105372142103
2019,0.55,588.0,Sobol2,74.51533427491454,0.37989811278940644
2020,0.55,951.0,Grid1296,75.89951223666404,0.4243498054849497
2021,0.55,951.0,Grid2401,94.98062074540535,0.12563069474115351
2022,0.55,951.0,Sobol1,72.07251536668718,0.4515134962542493
2023,0.55,951.0,Sobol2,73.49187189155333,0.4046658027710116
2024,0.55,490.0,Grid1296,75.68446243892596,0.42586261471589926
2025,0.55,490.0,Grid2401,94.51656346809258,0.12691858104815856
2026,0.55,490.0,Sobol1,72.00303035200277,0.43752401406106356
2027,0.55,490.0,Sobol2,74.31909165711863,0.3941922540578565
2028,0.55,395.0,Grid1296,78.22656093912674,0.3884736244245204
2029,0.55,395.0,Grid2401,95.12407016905618,0.11187593812192087
2030,0.55,395.0,Sobol1,72.7536471056297,0.4299798158350224
2031,0.55,395.0,Sobol2,72.84370341563552,0.4225742089472059
2032,0.55,877.0,Grid1296,76.20815617431434,0.4165707393595096
2033,0.55,877.0,Grid2401,97.11186666386097,0.0781479027039399
2034,0.55,877.0,Sobol1,72.58635013390935,0.42780143489701705
2035,0.55,877.0,Sobol2,74.13418133029104,0.3907585584804538
2036,0.55,297.0,Grid1296,75.5793948392153,0.4253247166814411
2037,0.55,297.0,Grid2401,94.01644791845214,0.13984442616232062
2038,0.55,297.0,Sobol1,72.5118740408385,0.42733001958299643
2039,0.55,297.0,Sobol2,73.39015102653886,0.40893529051129396
2040,0.55,721.0,Grid1296,76.37395338997692,0.41359738900592746
2041,0.55,721.0,Grid2401,93.8922058954488,0.1401677210076141
2042,0.55,721.0,Sobol1,71.47594183699255,0.45152850268431843
2043,0.55,721.0,Sobol2,73.95208978089704,0.3992730701790925
2044,0.55,711.0,Grid1296,75.60117264426145,0.42548717626763943
2045,0.55,711.0,Grid2401,96.47100673530983,0.09296501471315644
2046,0.55,711.0,Sobol1,73.38007246350638,0.4093270792928002
2047,0.55,711.0,Sobol2,72.67444616288853,0.4297690286216228
2048,0.55,985.0,Grid1296,76.00900991060497,0.4184388387290534
2049,0.55,985.0,Grid2401,93.9717343750736,0.13633129567555946
2050,0.55,985.0,Sobol1,72.30897739654371,0.4383676835739112
2051,0.55,985.0,Sobol2,74.61468847790776,0.3854942213055429
2052,0.55,171.0,Grid1296,77.68215590331847,0.3974362641918595
2053,0.55,171.0,Grid2401,94.5163717221543,0.13402881781236975
2054,0.55,171.0,Sobol1,71.69210964837161,0.45085572222754966
2055,0.55,171.0,Sobol2,73.9866722366112,0.39778484170115025
2056,0.55,75.0,Grid1296,78.38167414264025,0.38595424836141323
2057,0.55,75.0,Grid2401,94.50093317321262,0.12531704311085812
2058,0.55,75.0,Sobol1,72.29604188376513,0.42852677254893146
2059,0.55,75.0,Sobol2,74.07933166500999,0.39809877606624755
2060,0.55,16.0,Grid1296,76.45529659270765,0.4116946784043479
2061,0.55,16.0,Grid2401,94.86852105213283,0.12030546784803986
2062,0.55,16.0,Sobol1,72.75637099129372,0.42284774299058125
2063,0.55,16.0,Sobol2,73.76592456709388,0.4056169358194922
2064,0.55,669.0,Grid1296,75.95459629074031,0.42339859035025273
2065,0.55,669.0,Grid2401,94.26595941969533,0.1335423348662188
2066,0.55,669.0,Sobol1,72.42564913445408,0.43239727096430514
2067,0.55,669.0,Sobol2,72.11520017342052,0.43772311364366145
2068,0.55,530.0,Grid1296,76.14609839154753,0.4191918833381809
2069,0.55,530.0,Grid2401,94.73045054496201,0.12309765002006579
2070,0.55,530.0,Sobol1,73.1892814028172,0.418396066911088
2071,0.55,530.0,Sobol2,73.87893524250723,0.39839623280829095
2072,0.55,999.0,Grid1296,77.40114941008923,0.4017992192674643
2073,0.55,999.0,Grid2401,95.24357472439546,0.11451553302233664
2074,0.55,999.0,Sobol1,72.40926299796429,0.429050285857159
2075,0.55,999.0,Sobol2,73.4127910045176,0.41114868855985065
2076,0.55,794.0,Grid1296,76.63848239741293,0.41273057183908834
2077,0.55,794.0,Grid2401,94.36256218989566,0.1287167626387059
2078,0.55,794.0,Sobol1,73.01102028974003,0.4249663678202982
2079,0.55,794.0,Sobol2,72.74845170273193,0.42234818211471226
2080,0.55,936.0,Grid1296,76.64693142091707,0.41157326020640295
2081,0.55,936.0,Grid2401,94.33661565806443,0.12409676107642742
2082,0.55,936.0,Sobol1,71.65586169149675,0.4464508721169673
2083,0.55,936.0,Sobol2,72.89730964943891,0.416887107237497
2084,0.55,111.0,Grid1296,75.59887327874763,0.4276117020158495
2085,0.55,111.0,Grid2401,94.02002411829191,0.14228959024778276
2086,0.55,111.0,Sobol1,72.1630871986095,0.4353553917760583
2087,0.55,111.0,Sobol2,73.37739081612462,0.42497160415386115
2088,0.55,816.0,Grid1296,77.1768809291164,0.4043982256891886
2089,0.55,816.0,Grid2401,93.87019969560724,0.13569871533549938
2090,0.55,816.0,Sobol1,71.9157265810435,0.4401658540347586
2091,0.55,816.0,Sobol2,73.89507866296869,0.4004871319872786
2092,0.55,968.0,Grid1296,75.13807376243822,0.429153779750411
2093,0.55,968.0,Grid2401,95.01219221006284,0.1256354873572333
2094,0.55,968.0,Sobol1,71.80265372146059,0.442706120957269
2095,0.55,968.0,Sobol2,74.7208197852707,0.38912915165089335
2096,0.55,48.0,Grid1296,76.00356334435445,0.42179664747222434
2097,0.55,48.0,Grid2401,95.06876162378445,0.11896737468478658
2098,0.55,48.0,Sobol1,72.32052095158677,0.439140951717336
2099,0.55,48.0,Sobol2,72.34013845662177,0.4359279189958237
2100,0.55,986.0,Grid1296,75.917801901144,0.42213799516997774
2101,0.55,986.0,Grid2401,95.75378790294177,0.10487244677384666
2102,0.55,986.0,Sobol1,72.60559670382874,0.43451263916310356
2103,0.55,986.0,Sobol2,72.36486744553238,0.4329973561104482
2104,0.55,829.0,Grid1296,76.5561070254514,0.410383025908597
2105,0.55,829.0,Grid2401,96.99141328368519,0.07499682820722664
2106,0.55,829.0,Sobol1,72.95914294298257,0.41589365465783557
2107,0.55,829.0,Sobol2,72.48584905928615,0.4343628659143173
2108,0.55,996.0,Grid1296,75.54762971859421,0.42932128561216565
2109,0.55,996.0,Grid2401,95.89904568352657,0.09943729442635896
2110,0.55,996.0,Sobol1,71.43722174479556,0.4548445796068682
2111,0.55,996.0,Sobol2,73.66206557269213,0.40524646424316746
2112,0.55,272.0,Grid1296,76.4208963610638,0.4154929841365119
2113,0.55,272.0,Grid2401,93.04702900420448,0.1546486460993175
2114,0.55,272.0,Sobol1,72.3989035884025,0.43152984534183747
2115,0.55,272.0,Sobol2,73.42830468862859,0.4124716788968277
2116,0.55,759.0,Grid1296,76.29750034854942,0.41666076225643456
2117,0.55,759.0,Grid2401,93.774008010072,0.14180381201460046
2118,0.55,759.0,Sobol1,72.9200489947503,0.4259734568254565
2119,0.55,759.0,Sobol2,73.00567277190353,0.42893388417197487
2120,0.55,390.0,Grid1296,76.5918421370883,0.4116405787255514
2121,0.55,390.0,Grid2401,94.90638889089887,0.12066291903601145
2122,0.55,390.0,Sobol1,71.66024987143253,0.44498494699953683
2123,0.55,390.0,Sobol2,73.16601143475694,0.41688974414887536
2124,0.55,930.0,Grid1296,75.77858195637387,0.4254037944529949
2125,0.55,930.0,Grid2401,93.75114421829367,0.14798098621269284
2126,0.55,930.0,Sobol1,72.12511573122994,0.4401354458754807
2127,0.55,930.0,Sobol2,73.08303005854263,0.4156237992514732
2128,0.55,633.0,Grid1296,75.86752545943395,0.42250646726224994
2129,0.55,633.0,Grid2401,94.79382217192969,0.12022643027243207
2130,0.55,633.0,Sobol1,73.05055437818902,0.4090530040054753
2131,0.55,633.0,Sobol2,72.79914899808307,0.42973657550589106
2132,0.55,928.0,Grid1296,76.99190923191162,0.40837443380100225
2133,0.55,928.0,Grid2401,94.18498226034744,0.13060732982397394
2134,0.55,928.0,Sobol1,71.87757772024668,0.4376241478979229
2135,0.55,928.0,Sobol2,72.56859035368633,0.42528272554551905
2136,0.55,854.0,Grid1296,76.9777426851242,0.40674660531696416
2137,0.55,854.0,Grid2401,95.24686902387685,0.11368908119132004
2138,0.55,854.0,Sobol1,72.72774695600793,0.42437104381712776
2139,0.55,854.0,Sobol2,73.53253303368356,0.41288761942026364
2140,0.55,554.0,Grid1296,75.05444409682073,0.43291008442850476
2141,0.55,554.0,Grid2401,94.09696113510631,0.13619891934213102
2142,0.55,554.0,Sobol1,72.51399817210621,0.42945655772686653
2143,0.55,554.0,Sobol2,73.62739246350743,0.4040242442617733
2144,0.55,562.0,Grid1296,75.38844827590296,0.43051591480336693
2145,0.55,562.0,Grid2401,95.75532324177215,0.10776041467989195
2146,0.55,562.0,Sobol1,72.08208974944145,0.44756983859247434
2147,0.55,562.0,Sobol2,73.4094645874132,0.4010632751094938
2148,0.55,78.0,Grid1296,77.17878295017174,0.40632507493031234
2149,0.55,78.0,Grid2401,94.9985010845456,0.11572878825432042
2150,0.55,78.0,Sobol1,72.04626532574854,0.4364746290668833
2151,0.55,78.0,Sobol2,73.63122151244029,0.40555609334342957
2152,0.55,222.0,Grid1296,75.72355561128045,0.4268889163865376
2153,0.55,222.0,Grid2401,94.58049810935763,0.1284231669370327
2154,0.55,222.0,Sobol1,71.86853650590048,0.4373222017249455
2155,0.55,222.0,Sobol2,72.7323492158583,0.4155887524030235
2156,0.55,294.0,Grid1296,77.43248464159718,0.4012039030402069
2157,0.55,294.0,Grid2401,93.68913969790526,0.14167859508561031
2158,0.55,294.0,Sobol1,71.57635115431498,0.4473544482827265
2159,0.55,294.0,Sobol2,72.39015239915925,0.4240910708996459
2160,0.55,725.0,Grid1296,75.83125535993392,0.42119563689513906
2161,0.55,725.0,Grid2401,93.72568700544637,0.14513590585236935
2162,0.55,725.0,Sobol1,73.36197574807521,0.40590148135445636
2163,0.55,725.0,Sobol2,72.96661671307342,0.4161457156101509
2164,0.55,582.0,Grid1296,76.97680571045157,0.406961850544581
2165,0.55,582.0,Grid2401,93.60126745812536,0.14059014111271173
2166,0.55,582.0,Sobol1,72.9126259020659,0.419973461332083
2167,0.55,582.0,Sobol2,72.90042991761563,0.4223014363709192
2168,0.55,731.0,Grid1296,76.07056890247215,0.4178436985645253
2169,0.55,731.0,Grid2401,93.51955755439656,0.13923328971103122
2170,0.55,731.0,Sobol1,72.39675488563206,0.44241104280115606
2171,0.55,731.0,Sobol2,74.40203601937908,0.3900215823046801
2172,0.55,249.0,Grid1296,76.21706552798585,0.4184619670926133
2173,0.55,249.0,Grid2401,93.54147818005778,0.1465477411089956
2174,0.55,249.0,Sobol1,72.25278051975084,0.4358004944560646
2175,0.55,249.0,Sobol2,73.22791562684799,0.4156958911642775
2176,0.55,791.0,Grid1296,78.12759126707043,0.38872146513760664
2177,0.55,791.0,Grid2401,94.53355515735312,0.12368515600000851
2178,0.55,791.0,Sobol1,72.22164190483466,0.437157621341283
2179,0.55,791.0,Sobol2,72.83973021597684,0.4224507228109715
2180,0.55,35.0,Grid1296,76.12953521186549,0.4179233355417392
2181,0.55,35.0,Grid2401,94.53400611514574,0.12424053664805323
2182,0.55,35.0,Sobol1,72.15194324843985,0.4374185728151949
2183,0.55,35.0,Sobol2,73.0492185808755,0.4232303889199762
2184,0.55,180.0,Grid1296,76.68854423607337,0.4110649869337768
2185,0.55,180.0,Grid2401,96.00655361341902,0.0980418808848289
2186,0.55,180.0,Sobol1,72.492552278979,0.4266816030358962
2187,0.55,180.0,Sobol2,72.867045173122,0.42365575049516224
2188,0.55,510.0,Grid1296,78.69336377087127,0.3793815834864287
2189,0.55,510.0,Grid2401,95.30470215117529,0.11120206863044946
2190,0.55,510.0,Sobol1,71.36199074772672,0.448474763974417
2191,0.55,510.0,Sobol2,74.02151996610843,0.39676879821447586
2192,0.55,593.0,Grid1296,76.72239550487552,0.4103669622025403
2193,0.55,593.0,Grid2401,94.88803775159975,0.1221331126373566
2194,0.55,593.0,Sobol1,71.66184467151763,0.4479665940705776
2195,0.55,593.0,Sobol2,74.49613470984018,0.3839133002277967
2196,0.55,634.0,Grid1296,75.43671164964853,0.42852569366482196
2197,0.55,634.0,Grid2401,93.75363043505993,0.1405524574079834
2198,0.55,634.0,Sobol1,72.10633013689387,0.4438973850495326
2199,0.55,634.0,Sobol2,73.56846071755336,0.41312348590503256
2200,0.6,678.0,Grid1296,75.62390358952707,0.42248105513031387
2201,0.6,678.0,Grid2401,96.85300308977955,0.07836286522773106
2202,0.6,678.0,Sobol1,72.73363070722141,0.43387630023469004
2203,0.6,678.0,Sobol2,72.90729237155628,0.4280520242415282
2204,0.6,147.0,Grid1296,76.60147926003422,0.4096834978013827
2205,0.6,147.0,Grid2401,93.2336683725467,0.14471984778433167
2206,0.6,147.0,Sobol1,72.22333910691243,0.4368295285148637
2207,0.6,147.0,Sobol2,73.49768599282852,0.41365466872380685
2208,0.6,561.0,Grid1296,76.15137774855613,0.41523197522011857
2209,0.6,561.0,Grid2401,95.71672733493371,0.10404477560359804
2210,0.6,561.0,Sobol1,72.32499939696085,0.4376286312595712
2211,0.6,561.0,Sobol2,73.80657624262031,0.40668945645847454
2212,0.6,237.0,Grid1296,78.17317879108873,0.38546875133636993
2213,0.6,237.0,Grid2401,96.23093333677869,0.08983071386819141
2214,0.6,237.0,Sobol1,72.21016888742498,0.4478192250479506
2215,0.6,237.0,Sobol2,73.65478379571074,0.409381059042234
2216,0.6,588.0,Grid1296,74.5918889888994,0.4376721890655777
2217,0.6,588.0,Grid2401,94.22758093554292,0.12489919629569413
2218,0.6,588.0,Sobol1,72.6045424464866,0.42712117649737735
2219,0.6,588.0,Sobol2,74.20465852473085,0.39275124108456205
2220,0.6,951.0,Grid1296,75.99176521111413,0.4214726858561907
2221,0.6,951.0,Grid2401,94.27294895365962,0.13104666894532258
2222,0.6,951.0,Sobol1,72.10919867322359,0.45211769402353186
2223,0.6,951.0,Sobol2,73.40685179078386,0.4118748499592718
2224,0.6,490.0,Grid1296,75.94190708951636,0.4198108925204359
2225,0.6,490.0,Grid2401,94.66820473508315,0.11549089973404225
2226,0.6,490.0,Sobol1,72.37644362967238,0.4309345637804848
2227,0.6,490.0,Sobol2,74.30380522678031,0.4008719861890626
2228,0.6,395.0,Grid1296,78.83846489632921,0.3792511745528572
2229,0.6,395.0,Grid2401,94.68215686833814,0.1136370028195155
2230,0.6,395.0,Sobol1,72.72006791544324,0.4337539465014072
2231,0.6,395.0,Sobol2,72.87652258357905,0.4252022729854834
2232,0.6,877.0,Grid1296,76.485832920067,0.4108767141819576
2233,0.6,877.0,Grid2401,95.93142453480237,0.09704823743460556
2234,0.6,877.0,Sobol1,72.45623064250542,0.4397390149616526
2235,0.6,877.0,Sobol2,74.97279978874124,0.3778329903900013
2236,0.6,297.0,Grid1296,75.33039806239924,0.4263385892660704
2237,0.6,297.0,Grid2401,93.68006563754028,0.13902284518481944
2238,0.6,297.0,Sobol1,72.67082761780645,0.43126334373346
2239,0.6,297.0,Sobol2,74.08249185965244,0.4020402375374532
2240,0.6,721.0,Grid1296,76.31407163102183,0.4114457411515027
2241,0.6,721.0,Grid2401,92.9497198481314,0.15176052139832796
2242,0.6,721.0,Sobol1,71.66714138662886,0.4503125351382111
2243,0.6,721.0,Sobol2,74.30703533778325,0.3960722028379292
2244,0.6,711.0,Grid1296,75.49974749403927,0.42644016383268823
2245,0.6,711.0,Grid2401,95.8731362950239,0.09827401794456059
2246,0.6,711.0,Sobol1,73.35576809999881,0.4141571763854063
2247,0.6,711.0,Sobol2,73.1918868171523,0.42389010706048813
2248,0.6,985.0,Grid1296,75.5124208488336,0.42279626135851345
2249,0.6,985.0,Grid2401,93.76896332957408,0.13251492860223113
2250,0.6,985.0,Sobol1,72.62469461760764,0.43479625613013995
2251,0.6,985.0,Sobol2,74.62923430518448,0.39272038879158755
2252,0.6,171.0,Grid1296,77.95793693233465,0.3906422392888136
2253,0.6,171.0,Grid2401,94.30743425973034,0.130664705835717
2254,0.6,171.0,Sobol1,71.74323981772383,0.4522023507049937
2255,0.6,171.0,Sobol2,73.78185952149366,0.40674107153431993
2256,0.6,75.0,Grid1296,78.34572895227645,0.38398693089729463
2257,0.6,75.0,Grid2401,94.00184390632401,0.13124987547877365
2258,0.6,75.0,Sobol1,72.21378096635219,0.4306117215464028
2259,0.6,75.0,Sobol2,73.46849096684231,0.4164069615314131
2260,0.6,16.0,Grid1296,76.21230124250518,0.4138647403327892
2261,0.6,16.0,Grid2401,93.75829593712928,0.13787240384168387
2262,0.6,16.0,Sobol1,73.22466999196072,0.4186423749437128
2263,0.6,16.0,Sobol2,73.58507595021648,0.4142266316114427
2264,0.6,669.0,Grid1296,75.81852143059723,0.42243486228980887
2265,0.6,669.0,Grid2401,93.89053139945234,0.1357732619670574
2266,0.6,669.0,Sobol1,72.45080763825496,0.4358021185982386
2267,0.6,669.0,Sobol2,72.62793478309605,0.43026607753677837
2268,0.6,530.0,Grid1296,76.19665588779397,0.4167108772183027
2269,0.6,530.0,Grid2401,94.74737320364525,0.11888173746379405
2270,0.6,530.0,Sobol1,72.99974315313582,0.426621639670978
2271,0.6,530.0,Sobol2,74.79830180644963,0.38341631548300736
2272,0.6,999.0,Grid1296,77.35555905884381,0.3988053946559833
2273,0.6,999.0,Grid2401,94.30780863193117,0.12838390014189371
2274,0.6,999.0,Sobol1,72.5434714770875,0.4290442601274087
2275,0.6,999.0,Sobol2,73.54728790103283,0.4105114143251526
2276,0.6,794.0,Grid1296,76.4708775495608,0.41375389052254885
2277,0.6,794.0,Grid2401,93.44673202680899,0.13976295129492766
2278,0.6,794.0,Sobol1,73.07692886810698,0.4272686838357411
2279,0.6,794.0,Sobol2,73.01047345244581,0.4193590443871059
2280,0.6,936.0,Grid1296,76.44374713912278,0.4122597679711296
2281,0.6,936.0,Grid2401,93.42757537990182,0.13628553850174774
2282,0.6,936.0,Sobol1,71.81804601719806,0.4480645449258115
2283,0.6,936.0,Sobol2,72.94222781963985,0.4219049652324881
2284,0.6,111.0,Grid1296,76.3014018811221,0.41571892853869186
2285,0.6,111.0,Grid2401,93.90858208034903,0.13711269869971143
2286,0.6,111.0,Sobol1,72.36284855960317,0.4346438867261051
2287,0.6,111.0,Sobol2,74.08958622796547,0.4120867588945242
2288,0.6,816.0,Grid1296,76.8822758647578,0.4069967475840197
2289,0.6,816.0,Grid2401,93.33239123482825,0.13770392922495545
2290,0.6,816.0,Sobol1,72.04706430355691,0.4416602272933349
2291,0.6,816.0,Sobol2,74.59880036755636,0.3888649205074144
2292,0.6,968.0,Grid1296,75.01650774703018,0.429852632510374
2293,0.6,968.0,Grid2401,94.75242433798181,0.12254016766146225
2294,0.6,968.0,Sobol1,71.76562828061905,0.44714281587838767
2295,0.6,968.0,Sobol2,74.2554993887554,0.4058648593035772
2296,0.6,48.0,Grid1296,76.10742237299775,0.41826592787501793
2297,0.6,48.0,Grid2401,94.42354545826679,0.12264701067113959
2298,0.6,48.0,Sobol1,72.56011869077022,0.43523032614065893
2299,0.6,48.0,Sobol2,71.9912451327281,0.4460162571185089
2300,0.6,986.0,Grid1296,75.94837578265269,0.41919892192840846
2301,0.6,986.0,Grid2401,95.46665249658406,0.10497776974123396
2302,0.6,986.0,Sobol1,72.69763872692768,0.4360675318268271
2303,0.6,986.0,Sobol2,72.59963478607015,0.43267248636111466
2304,0.6,829.0,Grid1296,75.85735264803998,0.4186954834531458
2305,0.6,829.0,Grid2401,96.73698861162907,0.07473796296397883
2306,0.6,829.0,Sobol1,73.0837499047675,0.41930081580004364
2307,0.6,829.0,Sobol2,72.62691047797077,0.43608447438042486
2308,0.6,996.0,Grid1296,75.38905152410268,0.4297745269110743
2309,0.6,996.0,Grid2401,95.81055403779949,0.0949448804638161
2310,0.6,996.0,Sobol1,71.7553882929722,0.4528361181051762
2311,0.6,996.0,Sobol2,73.63681560794136,0.4156043030529356
2312,0.6,272.0,Grid1296,75.91187590776465,0.42023602667692295
2313,0.6,272.0,Grid2401,93.09590858917318,0.148111955743914
2314,0.6,272.0,Sobol1,72.42444250629055,0.4357898439187635
2315,0.6,272.0,Sobol2,73.75977137280388,0.4099302821680473
2316,0.6,759.0,Grid1296,75.68730488380126,0.4230706851532178
2317,0.6,759.0,Grid2401,93.1181550776233,0.14642807786550838
2318,0.6,759.0,Sobol1,72.78711678886388,0.4282753200153204
2319,0.6,759.0,Sobol2,73.30928961380931,0.4270261140292487
2320,0.6,390.0,Grid1296,76.68358764153982,0.4071431809435794
2321,0.6,390.0,Grid2401,94.5342986657987,0.11977948453190224
2322,0.6,390.0,Sobol1,71.857142420466,0.4461909517843643
2323,0.6,390.0,Sobol2,73.16486870033692,0.42235309166390345
2324,0.6,930.0,Grid1296,75.36544930316816,0.4291551298185283
2325,0.6,930.0,Grid2401,93.46067938018079,0.1449790984622763
2326,0.6,930.0,Sobol1,72.1231995129577,0.4441585321577255
2327,0.6,930.0,Sobol2,73.99454822516967,0.4007188610192106
2328,0.6,633.0,Grid1296,75.52210197247553,0.425858836201203
2329,0.6,633.0,Grid2401,95.08175983462799,0.10795351875706416
2330,0.6,633.0,Sobol1,73.00176220995222,0.4191469433785421
2331,0.6,633.0,Sobol2,73.38001828946851,0.4229178830882321
2332,0.6,928.0,Grid1296,77.53003935843051,0.3985713144449744
2333,0.6,928.0,Grid2401,93.03734786799912,0.14601090853464294
2334,0.6,928.0,Sobol1,72.1897831882046,0.4367950178011992
2335,0.6,928.0,Sobol2,72.62682617909829,0.4295213660161007
2336,0.6,854.0,Grid1296,76.80632693440153,0.40739790736590564
2337,0.6,854.0,Grid2401,94.83700936107674,0.11414614851414795
2338,0.6,854.0,Sobol1,72.88767264529935,0.425790126585164
2339,0.6,854.0,Sobol2,74.3219869067689,0.399957647765955
2340,0.6,554.0,Grid1296,75.30912972513802,0.4271485516395038
2341,0.6,554.0,Grid2401,92.65476504062636,0.15678552197148155
2342,0.6,554.0,Sobol1,72.30483927906127,0.43910437123978696
2343,0.6,554.0,Sobol2,73.63416729042017,0.41054591401255935
2344,0.6,562.0,Grid1296,74.96413323260724,0.433992615668749
2345,0.6,562.0,Grid2401,94.90419221554207,0.11760029022385055
2346,0.6,562.0,Sobol1,71.8797513745964,0.4555138883885489
2347,0.6,562.0,Sobol2,73.68285262555194,0.39935652184412695
2348,0.6,78.0,Grid1296,76.96018801603203,0.4065310359069265
2349,0.6,78.0,Grid2401,94.66841157565577,0.11711831052117594
2350,0.6,78.0,Sobol1,72.61976419370573,0.42675683857486146
2351,0.6,78.0,Sobol2,73.66515105350466,0.4083489550435393
2352,0.6,222.0,Grid1296,75.47040213632059,0.42896576443136725
2353,0.6,222.0,Grid2401,93.84946532947119,0.13457505574130324
2354,0.6,222.0,Sobol1,72.2085414144754,0.43282330491823484
2355,0.6,222.0,Sobol2,73.1128231538438,0.4103525325383315
2356,0.6,294.0,Grid1296,77.57163397847557,0.39644896915400885
2357,0.6,294.0,Grid2401,92.95863349186463,0.1481666034242659
2358,0.6,294.0,Sobol1,71.7162232170401,0.44760798455434514
2359,0.6,294.0,Sobol2,72.09412895136113,0.4361233339607342
2360,0.6,725.0,Grid1296,75.91429215689362,0.41765460586374414
2361,0.6,725.0,Grid2401,92.90617979375354,0.15352765566422177
2362,0.6,725.0,Sobol1,73.3761287739131,0.4091805675244965
2363,0.6,725.0,Sobol2,72.84068905494786,0.42405772987271284
2364,0.6,582.0,Grid1296,76.10162295206038,0.4175168723077347
2365,0.6,582.0,Grid2401,93.31380742179034,0.14098462622432884
2366,0.6,582.0,Sobol1,72.87619165790622,0.4268343523896694
2367,0.6,582.0,Sobol2,72.6489460581912,0.428685705821662
2368,0.6,731.0,Grid1296,76.05850745400924,0.41629238955057335
2369,0.6,731.0,Grid2401,93.26798650826447,0.13755613965302438
2370,0.6,731.0,Sobol1,72.29141784656721,0.4465387222555912
2371,0.6,731.0,Sobol2,73.95709273707044,0.4043399568844124
2372,0.6,249.0,Grid1296,76.0009613170844,0.42043134301938667
2373,0.6,249.0,Grid2401,92.69464961286245,0.15766433821217063
2374,0.6,249.0,Sobol1,72.36476494121104,0.43594108574779267
2375,0.6,249.0,Sobol2,73.1838723218888,0.42058539580980137
2376,0.6,791.0,Grid1296,78.51808688210387,0.37999312692344933
2377,0.6,791.0,Grid2401,93.88604884611412,0.1306526509380429
2378,0.6,791.0,Sobol1,72.49920051415047,0.43725833961545935
2379,0.6,791.0,Sobol2,73.04482012766383,0.4214941792950704
2380,0.6,35.0,Grid1296,75.96143395870416,0.4180000940511106
2381,0.6,35.0,Grid2401,93.70839812431285,0.13199528770940738
2382,0.6,35.0,Sobol1,72.2967941899118,0.43715289766422105
2383,0.6,35.0,Sobol2,72.61586778647103,0.4373660855162458
2384,0.6,180.0,Grid1296,76.11131320200461,0.4172342279689156
2385,0.6,180.0,Grid2401,94.39146664363822,0.12118347218564562
2386,0.6,180.0,Sobol1,72.67064130571504,0.42788201413226423
2387,0.6,180.0,Sobol2,73.59829952849574,0.4129427264010431
2388,0.6,510.0,Grid1296,77.99558788568284,0.38791880415378555
2389,0.6,510.0,Grid2401,95.38936559734425,0.10235855142572392
2390,0.6,510.0,Sobol1,71.24254416589372,0.4575870550318628
2391,0.6,510.0,Sobol2,74.43276935770444,0.3940555775089799
2392,0.6,593.0,Grid1296,76.89189702735773,0.4065587309659433
